	HCT_WT2	SW837D	R1-1	HCT_WT3	SW837	HCT116	HCT_WT1	SW620	R1-2	R1-3
ENSG00000235032	3	0	2	1	2	0	1	3	1	1
ENSG00000226308	0	2	0	0	5	0	1	10	0	0
ENSG00000252064	0	0	0	0	0	0	0	0	0	0
ENSG00000266666	0	0	0	0	0	0	0	0	0	0
ENSG00000231005	0	0	0	0	0	0	0	0	0	0
ENSG00000054796	0	0	0	0	0	0	0	0	0	0
ENSG00000101146	843	528	624	1476	2391	1754	981	2637	1055	1059
ENSG00000228995	0	0	0	0	0	0	0	0	0	0
ENSG00000256222	0	0	0	0	0	0	0	0	0	0
ENSG00000218018	1	1	0	0	2	0	0	0	0	0
ENSG00000132819	416	241	354	721	1501	1438	451	1987	406	465
ENSG00000124097	57	2	36	20	18	28	94	8	3	6
ENSG00000124092	0	0	0	0	1	0	0	0	0	0
ENSG00000124253	0	0	0	0	1	0	0	23	0	0
ENSG00000227297	0	0	0	0	0	0	0	0	0	0
ENSG00000124256	0	0	0	0	11	0	0	1	0	0
ENSG00000124225	0	596	3	0	2299	42	0	2528	0	0
ENSG00000278709	0	45	1	0	153	3	0	23	0	0
ENSG00000263453	0	0	0	0	0	0	0	0	0	0
ENSG00000203971	0	0	0	0	1	0	0	0	0	0
ENSG00000275852	0	0	0	0	0	0	0	0	0	0
ENSG00000225708	0	0	0	0	0	0	0	0	0	0
ENSG00000270411	0	0	0	0	0	0	0	0	0	0
ENSG00000124237	0	0	0	0	1	0	0	0	0	0
ENSG00000124227	1	0	0	0	0	0	0	0	0	0
ENSG00000124224	24	49	21	16	357	261	22	115	13	11
ENSG00000124209	797	512	906	644	3206	1668	1442	2984	523	515
ENSG00000124164	1310	547	953	1313	2698	2287	2028	5304	980	892
ENSG00000198768	0	0	0	0	2	0	0	0	0	0
ENSG00000231290	2	9	2	3	12	3	0	4	1	0
ENSG00000254620	0	0	0	1	0	1	0	1	0	0
ENSG00000268941	0	0	0	0	1	0	0	5	0	1
ENSG00000124222	1003	300	771	756	1739	1043	1707	3059	448	531
ENSG00000254995	20	1	3	29	33	20	19	116	7	8
ENSG00000215440	95	16	82	127	160	118	162	346	44	81
ENSG00000254419	9	1	13	35	16	7	22	44	4	6
ENSG00000237121	0	0	0	0	0	0	0	0	0	0
ENSG00000270279	0	0	0	0	0	0	0	1	0	0
ENSG00000268649	0	2	1	0	0	2	0	0	0	0
ENSG00000284040	0	0	0	0	0	0	0	0	0	0
ENSG00000216031	0	0	0	0	0	0	0	0	0	0
ENSG00000235590	0	11	4	0	37	4	11	1	0	1
ENSG00000268333	0	5	2	0	19	0	1	0	0	0
ENSG00000087460	9719	4634	9426	7885	30397	25333	15832	28945	6282	6209
ENSG00000276859	0	0	0	0	0	0	0	0	0	0
ENSG00000276722	0	0	0	0	0	0	0	0	0	0
ENSG00000274491	0	0	0	0	0	0	0	0	0	0
ENSG00000275069	0	0	0	0	0	0	0	0	0	0
ENSG00000225806	19	6	24	16	14	15	33	33	4	7
ENSG00000270951	0	0	3	0	0	1	6	3	0	3
ENSG00000101158	1107	1169	617	1755	5659	3490	1039	7362	1009	1131
ENSG00000101160	715	755	671	776	6316	2450	931	3369	544	513
ENSG00000101162	0	0	4	0	0	0	1	1	0	1
ENSG00000124172	1429	1073	927	1319	4972	2712	1413	3890	1296	1226
ENSG00000101166	2368	1143	1689	1835	4778	4292	3509	5110	2054	1852
ENSG00000232925	0	0	0	0	0	0	0	0	0	0
ENSG00000124203	0	0	0	0	0	10	0	1	0	0
ENSG00000124205	0	4	0	0	7	0	0	5	0	0
ENSG00000225129	0	0	0	0	0	0	0	0	0	0
ENSG00000230352	0	0	0	0	0	0	0	0	0	0
ENSG00000233686	0	0	0	0	0	0	0	0	0	0
ENSG00000227282	0	0	0	0	0	0	0	0	0	0
ENSG00000087495	0	15	0	1	52	1	2	240	0	0
ENSG00000238194	0	0	0	0	0	0	0	0	0	0
ENSG00000238777	0	0	0	0	0	0	0	0	0	0
ENSG00000196074	18	17	18	13	73	2	23	23	5	6
ENSG00000196227	499	176	443	556	954	759	631	1480	521	440
ENSG00000132825	147	89	188	137	398	150	256	261	141	139
ENSG00000124215	26	9	36	40	34	6	35	6	11	11
ENSG00000176659	0	0	0	0	0	0	0	0	0	0
ENSG00000276093	0	0	0	0	0	0	0	0	0	0
ENSG00000228340	0	0	0	0	0	0	0	0	0	1
ENSG00000207802	0	0	0	0	0	0	0	0	0	0
ENSG00000229690	0	0	0	0	0	0	0	0	0	0
ENSG00000266140	0	0	0	0	0	0	0	0	0	0
ENSG00000265617	0	0	0	0	0	0	0	0	0	0
ENSG00000276627	0	0	0	0	0	0	0	0	0	0
ENSG00000261035	0	0	0	0	0	0	0	0	0	0
ENSG00000229755	0	0	0	0	0	0	0	0	0	0
ENSG00000229606	0	0	0	0	0	0	0	0	0	0
ENSG00000179242	0	1	0	0	2	1	0	1	0	0
ENSG00000276786	0	0	0	0	0	0	0	0	0	0
ENSG00000277270	0	0	0	0	0	0	0	0	0	0
ENSG00000179253	0	0	0	0	0	0	0	0	0	0
ENSG00000225106	0	0	0	0	0	0	0	0	0	0
ENSG00000130699	765	483	604	902	2898	1962	1024	2454	596	617
ENSG00000284193	0	0	0	0	0	0	0	0	0	0
ENSG00000235018	5	4	3	13	12	5	9	13	7	3
ENSG00000265306	0	0	1	0	2	3	0	3	0	0
ENSG00000283078	64	7	36	43	35	21	82	60	21	21
ENSG00000149657	807	403	1012	965	2867	1948	1334	2546	695	718
ENSG00000101182	2649	1558	1238	3379	8366	4876	2186	5303	2771	2569
ENSG00000184402	646	289	465	852	1657	1135	886	1087	437	429
ENSG00000101181	557	313	352	1055	1475	938	598	1652	460	442
ENSG00000101180	0	0	0	0	0	0	0	0	0	0
ENSG00000130703	1005	368	868	1024	2893	1543	1407	2630	664	713
ENSG00000130706	1080	954	607	2313	4517	3339	900	3426	1379	1360
ENSG00000226332	55	19	16	86	122	67	69	74	25	41
ENSG00000130702	3301	2522	2069	5275	23614	13618	4917	10412	1617	2202
ENSG00000284074	0	0	0	0	0	0	0	0	0	0
ENSG00000228812	3	1	0	2	7	1	2	2	0	3
ENSG00000273619	22	21	21	71	111	59	35	72	14	15
ENSG00000171858	4155	1865	5421	5232	10017	9106	5704	12944	4208	4112
ENSG00000149679	159	78	118	213	609	712	257	635	176	172
ENSG00000275437	55	10	42	94	127	103	102	176	52	46
ENSG00000130701	148	22	155	95	453	175	181	111	33	23
ENSG00000233017	13	2	5	8	5	5	10	98	3	2
ENSG00000130700	0	0	0	0	0	0	0	0	0	0
ENSG00000272050	0	0	0	0	0	0	0	0	0	0
ENSG00000260542	0	0	0	0	7	0	0	0	0	0
ENSG00000174403	0	0	0	0	7	0	0	155	0	0
ENSG00000174407	0	0	0	0	1	0	0	10	0	0
ENSG00000199017	0	0	0	0	0	0	0	5	0	0
ENSG00000284508	0	0	0	0	0	0	0	0	0	0
ENSG00000226094	0	0	0	0	1	0	0	9	0	0
ENSG00000264490	0	0	0	0	0	0	0	6	0	0
ENSG00000273812	3	0	10	1	1	0	32	78	0	2
ENSG00000232121	0	0	0	0	0	0	0	2	0	0
ENSG00000229882	0	0	0	0	0	1	0	0	0	0
ENSG00000167046	3	1	12	8	57	13	15	23	4	5
ENSG00000101187	709	633	1006	1437	2848	3781	807	3488	664	690
ENSG00000277496	10	9	35	0	324	0	48	13	0	1
ENSG00000276317	9	6	2	0	116	0	23	2	0	1
ENSG00000232803	5	3	17	0	19	1	12	141	0	1
ENSG00000237687	0	0	0	0	1	4	0	14	0	0
ENSG00000101188	0	4	0	0	36	10897	0	3640	0	0
ENSG00000223669	3	14	1	0	67	15	11	31	0	0
ENSG00000228705	55	21	57	25	178	52	75	93	10	5
ENSG00000101189	600	476	545	951	2262	1975	741	2214	673	654
ENSG00000229873	0	0	4	5	5	1	4	1	0	0
ENSG00000060491	797	289	970	1151	2154	3003	948	2429	714	704
ENSG00000092758	86	868	78	45	10481	759	136	1042	28	28
ENSG00000101190	506	273	505	486	1232	874	869	1097	335	319
ENSG00000233838	0	0	0	0	0	0	0	0	0	0
ENSG00000236527	3	0	0	2	0	1	1	4	1	0
ENSG00000101191	3033	1145	2269	4814	7786	5126	4301	9311	2575	2514
ENSG00000273759	61	28	24	76	98	57	43	134	28	26
ENSG00000101193	1178	888	1127	1220	5499	2260	1559	4316	1054	1006
ENSG00000101194	1	95	0	1	367	1414	7	1831	0	0
ENSG00000125533	0	0	0	0	0	0	0	6	0	0
ENSG00000272259	0	0	0	0	0	0	1	24	0	0
ENSG00000125514	1	0	0	0	0	0	0	6	0	0
ENSG00000237119	0	0	1	0	0	0	0	53	0	0
ENSG00000231133	2	0	8	3	6	7	26	4	0	0
ENSG00000274915	0	0	0	0	0	0	0	0	0	0
ENSG00000225978	7	0	41	3	24	6	37	5	2	4
ENSG00000260416	0	2	0	0	2	0	0	2	0	0
ENSG00000231977	1	1	2	0	4	1	2	5	0	0
ENSG00000207598	0	0	0	0	0	0	0	0	0	0
ENSG00000149658	1557	979	1227	1997	5343	3126	2116	4047	1291	1380
ENSG00000273821	3	3	2	5	13	4	6	3	3	0
ENSG00000101197	0	0	1	0	15	17	0	4	0	0
ENSG00000266463	0	0	0	0	0	0	0	0	0	0
ENSG00000101198	0	0	0	0	0	0	0	2	0	0
ENSG00000275620	0	0	0	0	0	0	0	0	0	0
ENSG00000101199	835	653	563	1539	4604	2846	1108	5673	660	807
ENSG00000266104	3	0	0	5	7	6	0	17	0	1
ENSG00000101203	2	2	1	2	14	7	1	40	0	3
ENSG00000222439	0	0	0	0	0	0	0	0	0	0
ENSG00000101204	0	0	0	0	2	1	0	1	0	0
ENSG00000203900	0	0	0	0	0	3	0	0	0	0
ENSG00000075043	3	8	8	2	52	2473	11	18	0	2
ENSG00000280936	0	0	0	0	1	0	0	0	0	0
ENSG00000226390	0	0	0	0	0	0	0	0	0	0
ENSG00000101210	863	3768	2499	332	27536	21392	3350	9578	221	254
ENSG00000230226	0	0	0	0	0	0	0	0	0	0
ENSG00000125534	1054	748	1443	1559	6367	2712	2077	3754	943	939
ENSG00000101213	190	113	278	75	1527	158	384	1199	32	36
ENSG00000125508	47	4	43	82	16	148	109	3	22	31
ENSG00000275812	10	0	5	5	11	15	11	5	4	3
ENSG00000125531	38	19	79	19	234	116	108	10	14	13
ENSG00000130589	839	281	1357	820	3855	1573	1289	1834	454	468
ENSG00000101216	474	172	468	670	1202	895	573	1601	321	324
ENSG00000232442	62	36	43	123	191	120	116	287	41	50
ENSG00000197457	211	50	123	358	290	3690	239	373	131	122
ENSG00000258366	23	13	15	56	59	97	18	79	6	18
ENSG00000026036	36	28	29	105	139	207	46	166	39	54
ENSG00000243509	0	0	0	0	0	0	0	0	0	0
ENSG00000101246	369	296	320	758	1988	1267	508	2228	300	360
ENSG00000197114	62	31	40	68	232	146	48	213	50	71
ENSG00000273154	0	0	0	0	1	0	0	0	1	0
ENSG00000274501	0	0	1	0	1	3	0	2	0	0
ENSG00000203896	26	4	13	45	46	63	33	95	20	35
ENSG00000273047	0	0	0	0	0	0	0	0	0	0
ENSG00000125520	764	464	699	1186	4083	2216	845	1207	639	607
ENSG00000130584	123	67	192	122	595	293	226	1423	82	90
ENSG00000229299	11	5	4	18	26	49	5	47	9	8
ENSG00000231208	0	0	0	0	0	0	0	0	0	0
ENSG00000279610	0	0	0	0	0	0	0	3	0	0
ENSG00000268858	180	206	218	386	1538	314	320	683	119	164
ENSG00000183260	0	0	0	2	3	0	0	3	0	0
ENSG00000101150	2172	1346	1417	3480	7773	6000	2756	5789	2215	2415
ENSG00000101152	1574	880	1665	2141	5817	3106	2007	4561	1353	1387
ENSG00000199805	11	2	1	10	13	4	5	11	2	4
ENSG00000283206	3	1	0	1	5	7	2	4	1	1
ENSG00000216141	0	0	0	0	0	0	0	0	0	0
ENSG00000283513	0	0	0	2	0	0	0	0	0	0
ENSG00000216195	1	1	0	0	0	2	0	0	1	0
ENSG00000275842	0	0	1	1	4	0	0	1	0	0
ENSG00000198276	310	244	250	496	1320	1355	429	1804	220	249
ENSG00000284433	0	0	0	0	0	0	0	0	0	0
ENSG00000207554	10	1	1	17	21	17	14	47	3	3
ENSG00000280213	6	5	1	6	52	14	12	57	3	3
ENSG00000196700	6	125	3	6	1089	1129	5	1016	3	2
ENSG00000130590	82	56	72	122	521	79	168	543	55	66
ENSG00000101161	1392	1324	1350	2308	9350	3676	2174	6451	1590	1541
ENSG00000196421	7	14	12	38	100	44	25	177	8	17
ENSG00000203883	0	0	0	0	10	85	0	54	0	0
ENSG00000171703	4	2	2	2	26	395	12	979	4	5
ENSG00000237371	0	0	0	0	0	0	0	1	0	0
ENSG00000171700	95	80	77	193	381	491	109	746	128	120
ENSG00000274034	0	0	0	3	0	0	0	0	0	0
ENSG00000125510	5	1	9	1	21	84	14	74	1	1
ENSG00000171695	0	0	0	0	0	0	0	18	0	0
ENSG00000125522	0	0	0	0	0	1	0	0	0	0
ENSG00000196132	0	0	1	0	16	273	0	2484	1	0
ENSG00000203880	915	291	1123	518	2154	1213	2026	14311	451	474
ENSG00000278171	1	0	2	2	1	0	0	12	0	0
ENSG00000232852	0	0	0	0	0	0	0	0	0	0
ENSG00000149656	0	0	0	2	16	0	1	24	0	0
ENSG00000274727	0	0	0	0	2	0	0	0	0	0
ENSG00000282458	66	6	4	78	59	192	62	45	6	7
ENSG00000282542	0	0	0	0	0	0	0	0	0	0
ENSG00000282798	0	0	0	0	0	0	0	0	0	0
ENSG00000282807	0	0	0	0	0	0	0	0	0	0
ENSG00000283801	0	0	0	0	0	0	0	0	0	0
ENSG00000282591	0	0	0	0	0	0	0	0	0	0
ENSG00000282137	0	0	0	0	0	0	0	0	0	0
ENSG00000267310	0	0	0	0	0	0	0	0	0	0
ENSG00000176695	0	0	0	0	0	0	0	0	0	0
ENSG00000267792	0	0	0	0	0	0	0	0	0	0
ENSG00000266971	0	0	0	0	0	0	0	0	0	0
ENSG00000282535	0	0	0	0	0	0	0	0	0	0
ENSG00000281379	0	0	0	0	0	0	0	0	0	0
ENSG00000282059	0	0	0	0	0	0	0	0	0	0
ENSG00000282416	0	0	0	0	0	0	0	0	0	0
ENSG00000282051	0	0	0	0	0	0	0	0	0	0
ENSG00000282508	25	16	25	35	56	121	63	60	9	14
ENSG00000282339	0	0	0	0	0	0	0	0	0	0
ENSG00000222329	0	0	0	0	0	0	0	0	0	0
ENSG00000282393	10	0	6	15	9	19	29	24	6	4
ENSG00000141934	904	381	741	536	1886	2983	1350	2010	295	250
ENSG00000105556	328	87	315	546	609	1113	492	925	244	252
ENSG00000267124	0	1	0	0	0	2	0	1	0	0
ENSG00000105549	2	0	1	0	0	2	0	0	0	0
ENSG00000267443	0	0	0	0	0	0	0	0	0	0
ENSG00000183186	32	0	82	15	10	158	121	6	11	10
ENSG00000129946	0	3	6	0	70	83	18	27	0	0
ENSG00000252539	0	0	0	0	0	0	0	0	0	0
ENSG00000181781	0	0	0	1	21	7	0	1	0	0
ENSG00000099866	8	0	10	9	1	11	13	9	4	4
ENSG00000266933	3	2	5	7	7	9	8	13	0	0
ENSG00000141933	97	17	75	141	117	309	127	343	76	94
ENSG00000099804	576	154	690	696	1041	2066	844	2563	459	459
ENSG00000197540	2	1	2	5	5	5	5	2	1	2
ENSG00000267751	47	13	71	48	58	135	115	241	32	27
ENSG00000172270	9032	1242	10811	10062	8282	13526	14552	15219	6808	6255
ENSG00000099822	42	11	120	23	137	154	118	189	30	25
ENSG00000267036	0	0	0	0	0	0	0	0	0	0
ENSG00000099821	585	163	595	1470	993	4226	815	3356	630	659
ENSG00000261204	0	0	0	3	1	1	0	0	1	0
ENSG00000070388	2	0	2	3	2	41	4	6	5	3
ENSG00000070423	647	179	499	1284	773	2319	778	1980	626	630
ENSG00000267666	9	0	10	9	14	15	27	14	3	2
ENSG00000070404	147	102	152	118	604	979	284	810	68	51
ENSG00000185198	0	0	0	0	1	7	0	0	0	0
ENSG00000213726	0	0	0	0	0	0	0	0	0	0
ENSG00000099864	38	21	127	5	377	1340	156	350	1	3
ENSG00000099812	2612	339	3411	3486	2997	2150	4668	7336	1577	1515
ENSG00000272473	9	3	6	6	1	6	13	7	1	2
ENSG00000267530	61	9	23	45	49	12	80	116	21	28
ENSG00000011304	8191	1661	4923	13352	10750	19099	7538	22832	8677	8633
ENSG00000284361	0	0	0	0	0	0	0	0	0	0
ENSG00000129951	0	0	7	0	1	1	2	54	0	0
ENSG00000263414	2	0	0	4	0	1	3	7	0	0
ENSG00000172232	1	0	2	1	1	0	3	6	0	0
ENSG00000196415	6	0	19	1	1	37	23	2	1	0
ENSG00000197561	0	0	0	0	0	0	0	0	0	0
ENSG00000197766	70	52	88	104	398	921	116	111	58	53
ENSG00000175221	572	110	635	926	1007	1945	826	2246	477	470
ENSG00000207507	1	0	0	5	4	5	4	4	2	0
ENSG00000198858	516	153	590	615	1055	1563	805	2157	393	374
ENSG00000116014	120	1	108	212	6	61	112	73	86	101
ENSG00000116017	227	50	404	148	882	977	607	3981	93	105
ENSG00000267159	0	0	0	0	0	0	0	3	0	0
ENSG00000275162	4	0	1	1	7	5	13	9	0	1
ENSG00000065268	592	70	428	1146	610	1816	660	1304	575	607
ENSG00000266990	2	0	0	0	0	1	0	1	0	0
ENSG00000116032	0	3	0	1	66	9	0	6	1	0
ENSG00000182087	1554	377	1563	3015	3426	5383	2395	5380	1268	1402
ENSG00000274177	0	1	1	0	0	2	0	4	0	0
ENSG00000207357	13	10	0	4	109	65	7	34	1	2
ENSG00000064666	4700	954	3903	6481	5250	6485	5631	8836	3976	3997
ENSG00000279753	0	0	1	1	2	3	0	3	0	0
ENSG00000064687	610	55	411	913	530	3141	719	1199	350	514
ENSG00000180448	871	144	761	925	1563	1131	1069	1440	454	480
ENSG00000099817	1923	378	1295	3548	2574	4548	2037	3968	1985	2099
ENSG00000167468	3708	473	3361	3921	3277	7297	5397	6311	2859	2759
ENSG00000064932	855	153	778	1349	1527	3209	1012	2261	552	617
ENSG00000118046	1243	259	1215	1804	1818	3553	1600	2006	1063	1079
ENSG00000267736	4	0	6	1	8	2	1	2	2	2
ENSG00000099625	219	25	204	355	202	763	243	410	157	174
ENSG00000267778	1	0	1	4	0	6	1	1	1	0
ENSG00000099624	1080	121	820	2052	1014	2993	1246	2024	1113	1052
ENSG00000167470	2820	351	2932	2774	3627	4827	6785	3821	1209	1342
ENSG00000099622	2114	264	3032	1603	1705	4208	5486	4687	1076	1111
ENSG00000267493	33	6	12	104	55	110	25	36	31	32
ENSG00000228300	506	63	388	988	393	822	461	1045	514	500
ENSG00000099617	13	6	40	13	67	140	59	252	10	12
ENSG00000240846	0	0	0	0	0	0	0	0	0	0
ENSG00000267372	0	0	0	0	0	0	0	0	0	0
ENSG00000160953	1023	189	788	1596	1240	2202	1405	2306	903	996
ENSG00000279488	0	0	0	0	0	0	0	1	0	0
ENSG00000267755	0	0	0	0	0	0	0	0	0	0
ENSG00000115286	423	83	370	856	546	736	441	1023	424	464
ENSG00000280486	0	0	0	1	1	2	0	3	1	1
ENSG00000248015	43	3	30	94	8	210	74	62	26	42
ENSG00000130005	385	8	398	501	203	1544	490	157	325	298
ENSG00000071626	3344	1029	2476	5444	4766	6548	2826	8407	3169	3349
ENSG00000115268	8085	711	5006	9195	5101	15116	11647	16686	4002	4020
ENSG00000268798	37	4	19	55	7	109	43	83	17	30
ENSG00000115266	139	3	147	340	56	408	277	65	121	159
ENSG00000267317	80	12	85	124	93	159	122	286	62	56
ENSG00000119559	351	54	345	732	445	873	548	1195	354	396
ENSG00000115257	35	5	132	46	51	151	170	83	12	17
ENSG00000115255	334	42	406	551	279	1683	445	383	344	336
ENSG00000185761	148	29	250	202	239	555	337	438	91	102
ENSG00000267092	1	0	0	1	1	7	0	10	0	1
ENSG00000185988	0	1	2	0	4	1	1	5	0	3
ENSG00000181588	755	148	620	1219	863	2918	842	1436	886	904
ENSG00000239367	2	0	0	0	0	1	1	0	0	0
ENSG00000071655	853	121	628	1938	993	1329	941	2752	907	941
ENSG00000279009	0	0	0	0	0	0	2	0	0	0
ENSG00000267059	0	0	0	0	0	0	0	0	0	0
ENSG00000127540	177	46	320	261	270	585	196	366	465	490
ENSG00000071564	2326	557	1658	4214	2644	7691	2516	8662	2441	2280
ENSG00000252933	12	0	6	17	5	13	5	21	5	4
ENSG00000275642	0	0	0	0	0	0	0	0	0	0
ENSG00000267073	40	2	56	35	4	151	75	41	12	17
ENSG00000205922	383	2	526	433	26	3028	859	114	227	260
ENSG00000130270	71	15	240	57	201	698	166	199	41	43
ENSG00000079313	701	252	462	1361	1479	2954	768	2326	692	724
ENSG00000267007	2	0	0	0	1	1	1	1	2	1
ENSG00000284216	0	0	0	0	0	0	0	0	0	0
ENSG00000267244	1	1	0	0	0	8	1	5	0	1
ENSG00000267125	0	0	0	0	0	3	0	0	0	0
ENSG00000129911	616	199	610	1254	949	2681	662	1454	739	730
ENSG00000267141	0	0	0	0	0	0	0	1	0	0
ENSG00000261526	49	6	47	84	49	92	57	160	68	58
ENSG00000267232	0	0	0	0	0	0	2	0	0	0
ENSG00000129968	568	60	255	1001	632	1458	701	1343	227	246
ENSG00000227500	929	233	876	1629	1692	2556	1382	2350	907	912
ENSG00000213638	47	2	55	101	35	172	48	111	30	43
ENSG00000133275	1532	214	1141	2070	1592	4665	1714	3729	1233	1242
ENSG00000180846	0	0	0	0	1	0	0	3	0	0
ENSG00000133243	1118	253	1610	1082	2154	3978	1975	3221	559	604
ENSG00000267283	21	1	9	63	17	31	32	62	20	28
ENSG00000279653	10	4	1	4	4	22	7	17	2	9
ENSG00000275468	18	2	4	16	31	53	8	46	14	14
ENSG00000267180	0	0	0	0	0	2	0	0	0	0
ENSG00000099875	1912	336	2759	1826	3306	5201	3519	5457	1357	1463
ENSG00000172081	605	56	1020	661	595	1664	946	784	391	414
ENSG00000099840	15	1	16	11	16	58	19	82	4	6
ENSG00000065000	3963	1087	2900	5593	6653	9487	5407	8765	3113	3403
ENSG00000104885	1367	371	743	2808	1954	4148	1261	3756	1192	1211
ENSG00000267122	1	0	0	0	0	4	0	3	0	0
ENSG00000104886	545	116	537	963	643	957	592	1400	572	551
ENSG00000221411	0	0	0	0	0	0	0	0	1	0
ENSG00000284129	0	0	0	0	0	0	0	0	0	0
ENSG00000104897	1337	263	1194	2543	2095	5579	2143	5401	1110	1185
ENSG00000104899	127	13	66	436	98	455	185	1133	141	178
ENSG00000284272	0	0	0	0	0	0	0	0	0	0
ENSG00000167476	255	3	268	99	13	26	263	16	91	93
ENSG00000104904	5764	789	4977	5965	4687	9813	6466	8188	6447	6246
ENSG00000273734	0	0	0	0	0	0	0	0	0	0
ENSG00000188305	1	0	1	1	0	0	0	7	0	1
ENSG00000220008	0	0	0	0	16	0	0	5	0	0
ENSG00000130332	609	106	317	752	499	1218	529	1468	571	545
ENSG00000005206	553	89	766	617	803	1175	1148	3721	224	310
ENSG00000178297	16	0	42	8	8	4	56	27	4	3
ENSG00000099800	697	182	480	1429	998	1593	608	2042	855	884
ENSG00000176619	5495	1241	2934	8535	6384	14270	4843	10764	5806	5752
ENSG00000283728	0	0	0	0	0	0	0	0	0	0
ENSG00000267201	2	1	3	11	9	37	6	8	3	1
ENSG00000099860	703	48	814	434	379	802	1906	840	242	268
ENSG00000252962	0	0	0	0	0	0	0	0	0	1
ENSG00000176533	2	7	9	1	167	466	17	12	0	0
ENSG00000105694	4	0	1	0	0	0	5	0	1	0
ENSG00000263974	0	0	0	0	0	1	0	0	0	0
ENSG00000267412	2	0	0	0	0	4	2	0	0	0
ENSG00000277904	0	0	0	0	0	0	0	0	0	0
ENSG00000267214	0	0	0	0	0	0	0	0	0	0
ENSG00000267749	0	0	0	0	4	9	0	0	0	0
ENSG00000276097	0	0	0	0	2	6	0	0	0	0
ENSG00000176490	0	8	0	0	119	1886	0	6	0	0
ENSG00000267001	0	0	0	0	0	0	0	0	0	0
ENSG00000261342	4	7	1	10	26	94	8	34	6	9
ENSG00000141873	172	26	131	380	288	605	171	493	270	218
ENSG00000104969	1221	294	724	2489	1905	3994	1339	3755	1243	1229
ENSG00000172009	1235	280	919	2491	1328	4981	1255	3709	1195	1291
ENSG00000172006	113	19	164	119	129	175	245	114	62	62
ENSG00000186300	141	32	148	104	168	153	269	169	98	65
ENSG00000267063	0	0	0	0	0	0	0	0	0	0
ENSG00000172000	0	10	0	0	68	3	0	0	0	2
ENSG00000267398	0	0	0	0	0	0	0	0	0	0
ENSG00000266938	1	0	1	0	0	1	0	0	0	0
ENSG00000171970	369	52	304	422	199	391	543	195	247	282
ENSG00000253392	3	0	10	14	4	5	16	8	9	3
ENSG00000175691	140	36	146	174	232	191	242	143	107	125
ENSG00000279452	1	0	0	0	0	0	0	0	0	0
ENSG00000104953	32	6	71	22	45	151	95	39	13	16
ENSG00000065717	321	21	527	365	360	1230	807	20	202	204
ENSG00000267469	1	0	1	0	2	10	2	7	1	2
ENSG00000104964	2721	339	2690	2184	2840	6431	4220	7555	1628	1600
ENSG00000088256	1250	406	1042	2488	2270	4170	1626	2272	1475	1454
ENSG00000267139	0	4	0	1	4	0	2	1	1	0
ENSG00000267688	0	1	0	0	11	0	0	1	0	0
ENSG00000266944	0	0	1	0	0	0	0	2	0	0
ENSG00000060558	0	81	0	1	354	5	1	1	0	0
ENSG00000267551	0	0	0	0	1	0	0	0	0	0
ENSG00000125910	0	0	3	0	7	3	1	15	0	0
ENSG00000125912	1245	408	824	3093	2311	4725	1490	3814	1481	1490
ENSG00000161082	3	11	13	2	45	173	22	9	4	0
ENSG00000267448	0	0	0	0	0	0	0	0	0	0
ENSG00000280103	1	0	0	3	4	2	4	9	0	2
ENSG00000141905	2009	644	2327	2202	4262	11726	3949	3758	1233	1331
ENSG00000279599	6	3	2	8	2	6	6	3	3	0
ENSG00000095932	0	11	0	0	164	1	0	44	0	0
ENSG00000129932	106	21	97	347	187	486	89	505	179	190
ENSG00000105325	656	159	850	1014	1222	1889	1041	2069	580	599
ENSG00000252408	0	0	0	0	0	0	0	0	0	0
ENSG00000161091	1736	209	1657	2946	1166	3566	2509	2833	1691	1538
ENSG00000183397	7	1	10	6	10	4	18	91	0	2
ENSG00000267436	6	0	3	7	9	7	3	24	4	4
ENSG00000267231	0	0	2	4	2	9	0	2	2	1
ENSG00000279590	8	1	1	4	2	6	8	0	4	2
ENSG00000266959	3	1	2	2	2	9	4	1	1	1
ENSG00000064961	1306	167	1782	1182	1336	3900	2616	1783	630	744
ENSG00000179855	0	0	0	0	0	0	0	0	0	0
ENSG00000006638	0	0	3	2	17	67	0	10	0	3
ENSG00000226800	1	0	3	2	12	20	7	7	1	1
ENSG00000105298	402	111	316	892	695	1524	460	1335	378	439
ENSG00000186111	752	169	632	1131	1359	2514	1006	1765	575	636
ENSG00000267304	0	0	0	0	0	0	0	0	0	0
ENSG00000105289	1337	138	1729	441	1460	2238	2344	468	239	215
ENSG00000011132	257	26	325	485	223	385	438	498	225	230
ENSG00000267205	0	0	0	0	0	0	0	0	0	1
ENSG00000267138	4	0	1	9	2	6	9	7	3	5
ENSG00000183617	320	55	348	472	327	649	371	625	297	248
ENSG00000173976	0	0	0	0	0	0	0	0	0	0
ENSG00000267148	0	0	0	0	0	0	0	0	0	0
ENSG00000007264	0	0	0	0	8	0	0	0	0	0
ENSG00000105278	0	1	2	0	4	3	0	1	0	0
ENSG00000266989	0	1	0	0	0	0	0	0	0	0
ENSG00000167654	0	0	0	0	0	0	0	0	0	0
ENSG00000266627	0	0	0	0	0	0	0	0	0	0
ENSG00000077009	0	0	0	0	0	0	0	0	0	0
ENSG00000167657	494	85	526	789	628	1289	531	1107	476	473
ENSG00000283928	0	0	0	0	0	0	0	0	0	0
